,district,price,age,newness,squaremeters
4093, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4094, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4095, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4096, Beylikdüzü ,899000,4,Sıfır,100 m2
4097, Beylikdüzü ,3389000,4,130 m2,
4098, Bağcılar ,2000000,5-10,İkinci El,120 m2
4099, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4100, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4101, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4102, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4103, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4104, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4105, Beylikdüzü ,899000,4,Sıfır,100 m2
4106, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4107, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4108, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4109, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4110, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4111, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4112, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4113, Beylikdüzü ,899000,4,İkinci El,100 m2
4114, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4115, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4116, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4117, Güngören ,2200000,21 Ve Üzeri,130 m2,
4118, Esenyurt ,1750000,4,İkinci El,130 m2
4119, Gaziosmanpaşa ,125000000,5-10,85 m2,
4120, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4121, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4122, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4123, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4124, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4125, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4126, Beylikdüzü ,899000,4,Sıfır,100 m2
4127, Beylikdüzü ,3389000,4,130 m2,
4128, Bağcılar ,2000000,5-10,İkinci El,120 m2
4129, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4130, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4131, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4132, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4133, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4134, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4135, Beylikdüzü ,899000,4,Sıfır,100 m2
4136, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4137, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4138, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4139, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4140, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4141, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4142, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4143, Beylikdüzü ,899000,4,İkinci El,100 m2
4144, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4145, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4146, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4147, Güngören ,2200000,21 Ve Üzeri,130 m2,
4148, Esenyurt ,1750000,4,İkinci El,130 m2
4149, Gaziosmanpaşa ,125000000,5-10,85 m2,
4150, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4151, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4152, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4153, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4154, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4155, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4156, Beylikdüzü ,899000,4,Sıfır,100 m2
4157, Beylikdüzü ,3389000,4,130 m2,
4158, Bağcılar ,2000000,5-10,İkinci El,120 m2
4159, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4160, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4161, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4162, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4163, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4164, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4165, Beylikdüzü ,899000,4,Sıfır,100 m2
4166, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4167, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4168, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4169, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4170, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4171, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4172, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4173, Beylikdüzü ,899000,4,İkinci El,100 m2
4174, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4175, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4176, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4177, Güngören ,2200000,21 Ve Üzeri,130 m2,
4178, Esenyurt ,1750000,4,İkinci El,130 m2
4179, Gaziosmanpaşa ,125000000,5-10,85 m2,
4180, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4181, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4182, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4183, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4184, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4185, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4186, Beylikdüzü ,899000,4,Sıfır,100 m2
4187, Beylikdüzü ,3389000,4,130 m2,
4188, Bağcılar ,2000000,5-10,İkinci El,120 m2
4189, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4190, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4191, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4192, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4193, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4194, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4195, Beylikdüzü ,899000,4,Sıfır,100 m2
4196, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4197, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4198, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4199, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4200, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4201, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4202, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4203, Beylikdüzü ,899000,4,İkinci El,100 m2
4204, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4205, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4206, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4207, Güngören ,2200000,21 Ve Üzeri,130 m2,
4208, Esenyurt ,1750000,4,İkinci El,130 m2
4209, Gaziosmanpaşa ,125000000,5-10,85 m2,
4210, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4211, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4212, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4213, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4214, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4215, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4216, Beylikdüzü ,899000,4,Sıfır,100 m2
4217, Beylikdüzü ,3389000,4,130 m2,
4218, Bağcılar ,2000000,5-10,İkinci El,120 m2
4219, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4220, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4221, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4222, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4223, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4224, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4225, Beylikdüzü ,899000,4,Sıfır,100 m2
4226, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4227, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4228, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4229, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4230, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4231, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4232, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4233, Beylikdüzü ,899000,4,İkinci El,100 m2
4234, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4235, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4236, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4237, Güngören ,2200000,21 Ve Üzeri,130 m2,
4238, Esenyurt ,1750000,4,İkinci El,130 m2
4239, Gaziosmanpaşa ,125000000,5-10,85 m2,
4240, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4241, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4242, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4243, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4244, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4245, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4246, Beylikdüzü ,899000,4,Sıfır,100 m2
4247, Beylikdüzü ,3389000,4,130 m2,
4248, Bağcılar ,2000000,5-10,İkinci El,120 m2
4249, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4250, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4251, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4252, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4253, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4254, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4255, Beylikdüzü ,899000,4,Sıfır,100 m2
4256, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4257, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4258, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4259, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4260, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4261, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4262, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4263, Beylikdüzü ,899000,4,İkinci El,100 m2
4264, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4265, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4266, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4267, Güngören ,2200000,21 Ve Üzeri,130 m2,
4268, Esenyurt ,1750000,4,İkinci El,130 m2
4269, Gaziosmanpaşa ,125000000,5-10,85 m2,
4270, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4271, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4272, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4273, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4274, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4275, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4276, Beylikdüzü ,899000,4,Sıfır,100 m2
4277, Beylikdüzü ,3389000,4,130 m2,
4278, Bağcılar ,2000000,5-10,İkinci El,120 m2
4279, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4280, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4281, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4282, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4283, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4284, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4285, Beylikdüzü ,899000,4,Sıfır,100 m2
4286, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4287, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4288, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4289, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4290, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4291, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4292, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4293, Beylikdüzü ,899000,4,İkinci El,100 m2
4294, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4295, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4296, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4297, Güngören ,2200000,21 Ve Üzeri,130 m2,
4298, Esenyurt ,1750000,4,İkinci El,130 m2
4299, Gaziosmanpaşa ,125000000,5-10,85 m2,
4300, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4301, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4302, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4303, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4304, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4305, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4306, Beylikdüzü ,899000,4,Sıfır,100 m2
4307, Beylikdüzü ,3389000,4,130 m2,
4308, Bağcılar ,2000000,5-10,İkinci El,120 m2
4309, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4310, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4311, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4312, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4313, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4314, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4315, Beylikdüzü ,899000,4,Sıfır,100 m2
4316, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4317, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4318, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4319, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4320, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4321, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4322, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4323, Beylikdüzü ,899000,4,İkinci El,100 m2
4324, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4325, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4326, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4327, Güngören ,2200000,21 Ve Üzeri,130 m2,
4328, Esenyurt ,1750000,4,İkinci El,130 m2
4329, Gaziosmanpaşa ,125000000,5-10,85 m2,
4330, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4331, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4332, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4333, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4334, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4335, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4336, Beylikdüzü ,899000,4,Sıfır,100 m2
4337, Beylikdüzü ,3389000,4,130 m2,
4338, Bağcılar ,2000000,5-10,İkinci El,120 m2
4339, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4340, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4341, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4342, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4343, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4344, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4345, Beylikdüzü ,899000,4,Sıfır,100 m2
4346, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4347, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4348, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4349, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4350, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4351, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4352, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4353, Beylikdüzü ,899000,4,İkinci El,100 m2
4354, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4355, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4356, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4357, Güngören ,2200000,21 Ve Üzeri,130 m2,
4358, Esenyurt ,1750000,4,İkinci El,130 m2
4359, Gaziosmanpaşa ,125000000,5-10,85 m2,
4360, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4361, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4362, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4363, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4364, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4365, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4366, Beylikdüzü ,899000,4,Sıfır,100 m2
4367, Beylikdüzü ,3389000,4,130 m2,
4368, Bağcılar ,2000000,5-10,İkinci El,120 m2
4369, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4370, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4371, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4372, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4373, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4374, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4375, Beylikdüzü ,899000,4,Sıfır,100 m2
4376, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4377, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4378, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4379, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4380, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4381, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4382, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4383, Beylikdüzü ,899000,4,İkinci El,100 m2
4384, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4385, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4386, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4387, Güngören ,2200000,21 Ve Üzeri,130 m2,
4388, Esenyurt ,1750000,4,İkinci El,130 m2
4389, Gaziosmanpaşa ,125000000,5-10,85 m2,
4390, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4391, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4392, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4393, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4394, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4395, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4396, Beylikdüzü ,899000,4,Sıfır,100 m2
4397, Beylikdüzü ,3389000,4,130 m2,
4398, Bağcılar ,2000000,5-10,İkinci El,120 m2
4399, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
4400, Beylikdüzü ,499000,0 (Yeni),Sıfır,130 m2
4401, Beylikdüzü ,1149000,0 (Yeni),Sıfır,240 m2
4402, Beylikdüzü ,950000,0 (Yeni),Sıfır,110 m2
4403, Beylikdüzü ,769000,0 (Yeni),Sıfır,105 m2
4404, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4405, Beylikdüzü ,899000,4,Sıfır,100 m2
4406, Beylikdüzü ,2400000,11-15,İkinci El,145 m2
4407, Beylikdüzü ,2580000,0 (Yeni),140 m2,
4408, Beylikdüzü ,2450000,0 (Yeni),220 m2,
4409, Beylikdüzü ,1700000,0 (Yeni),Sıfır,100 m2
4410, Beylikdüzü ,1700000,0 (Yeni),Sıfır,165 m2
4411, Beylikdüzü ,2399999,0 (Yeni),Sıfır,115 m2
4412, Beylikdüzü ,2865000,0 (Yeni),Sıfır,260 m2
4413, Beylikdüzü ,899000,4,İkinci El,100 m2
4414, Beylikdüzü ,1550000,0 (Yeni),Sıfır,105 m2
4415, Beylikdüzü ,1250000,5-10,Sıfır,70 m2
4416, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
4417, Güngören ,2200000,21 Ve Üzeri,130 m2,
4418, Esenyurt ,1750000,4,İkinci El,130 m2
4419, Gaziosmanpaşa ,125000000,5-10,85 m2,
4420, Bahçelievler ,1200000,21 Ve Üzeri,İkinci El,100 m2
4421, Küçükçekmece ,780000,21 Ve Üzeri,İkinci El,100 m2
4422, Beylikdüzü ,2039999,0 (Yeni),Sıfır,97 m2
4423, Beylikdüzü ,1699999,0 (Yeni),110 m2,Sıfır
4424, Beylikdüzü ,1200000,5-10,Sıfır,100 m2
4425, Beylikdüzü ,1400000,5-10,Sıfır,100 m2
4426, Beylikdüzü ,899000,4,Sıfır,100 m2
4427, Beylikdüzü ,3389000,4,130 m2,
4428, Bağcılar ,2000000,5-10,İkinci El,120 m2
4429, Beylikdüzü ,1599999,0 (Yeni),Sıfır,105 m2
